symptome01,symptome02,symptome03,symptome04,symptome05,symptome06,symptome07,symptome08,symptome09,symptome10,symptome11,symptome12,symptome13,symptome14,maladie
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
